Effective Oceanic Angular Momentum Functions (OAM)

File name                    : ESMGFZ_OAM_v1.0_03h_1979.asc
File contents                : effective angular momentum functions from oceanic mass and motion terms
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2017-08-16
Version number               : v1.0
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.1979, 00:00 UTC until 31.12.1979, 21:00 UTC
Temporal resolution          : 3h 
Number of data records       : 2920
Subtracted mean values       : mean from 2003-01-01 to 2014-12-31
                               7.152098599129423e-17   1.847667664741510e-17   3.794620422326981e-20  -3.220254498203050e-08   8.226002041060833e-08   3.462197020095727e-09
 
Numerical model              : MPIOM (Max-Planck-Institute Ocean Model)
Horizontal domain            : global
Horizontal resolution        : 1.0 x 1.0 degree
 
Model forcing                : 3h ECMWF operational data
Correction                   : Oceanic pressure tides are subtracted, global mass (Greatbatch) correction applied
 
Data assimilated             : None

Notes : These AAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational analysis data from the ECMWF.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
YYYY MM DD HH    MJD          OAM mass term                                                           OAM motion term
                              x-component             y-component             z-component             x-component             y-component             z-component

1979 01 01 00 43874.0	 -5.087210978203866e-08   8.288812810489789e-09   2.227799917770713e-10   6.216618651573314e-08   4.599961136650538e-08   1.963508129832299e-11
1979 01 01 03 43874.125	 -4.567811366003302e-08   1.063741378423990e-09   1.153982302855779e-10   6.049757735647086e-08  -2.744864859878336e-08   2.711060209860406e-11
1979 01 01 06 43874.250	 -3.027118359377619e-08  -1.820100077124064e-09  -2.337499197504621e-11   9.910104742100261e-08  -6.399459181191334e-08   1.625402402530229e-10
1979 01 01 09 43874.375	 -1.675860328337616e-08   7.733042162327443e-09  -3.059559205035486e-11   1.471858490616684e-07  -6.608075651740948e-08   1.308190162747830e-10
1979 01 01 12 43874.500	 -4.301660417974332e-09   9.984343174912761e-09  -7.374889815164410e-12   1.572511780145115e-07  -6.598860278210912e-08  -6.504503356263948e-12
1979 01 01 15 43874.625	  3.674941449044743e-10   8.958164738675731e-09   7.827562077386909e-13   1.106767123464857e-07  -1.035364021856814e-07  -2.716989299824904e-11
1979 01 01 18 43874.750	  5.314546021448208e-09   7.728229270209686e-09   4.111230371692906e-11   4.078697683841473e-08  -2.244541434179712e-07   6.601192757793201e-11
1979 01 01 21 43874.875	  1.893409575194776e-08   7.427998902218460e-09   1.155222047411550e-10   1.705910509753629e-08  -2.389255409347544e-07   1.079461406138760e-10
1979 01 02 00 43875.0	  3.343612667410620e-08   2.464115470546198e-08   1.083507581180180e-10  -2.810496376103004e-08  -2.466925582820303e-07   1.078337602965949e-10
1979 01 02 03 43875.125	  4.391473750242467e-08   5.855585063713267e-08   5.850476095761463e-11  -7.213111912276560e-08  -2.352630106543249e-07   1.508584211589301e-10
1979 01 02 06 43875.250	  3.631624061522549e-08   7.367569403302108e-08   3.873161317504456e-11  -8.186742538167649e-08  -1.676178227523995e-07   2.325112312566209e-10
1979 01 02 09 43875.375	  3.788384818448366e-08   7.684638398468573e-08   5.150258640438840e-11  -7.823746599173249e-08  -1.381986375109974e-07   3.014425339867393e-10
1979 01 02 12 43875.500	  5.175611078371653e-08   6.867729665913652e-08   1.471045008182103e-11  -9.992018658016150e-08  -1.198754498744453e-07   3.517047458585128e-10
1979 01 02 15 43875.625	  4.401524912490391e-08   7.077977224373019e-08  -1.620545734564889e-11  -1.127608005232396e-07  -5.043733128376184e-08   3.188784743625684e-10
1979 01 02 18 43875.750	  1.838309765926413e-08   7.234033970837769e-08  -1.336812062329918e-12  -1.134558838424939e-07   2.933824303459357e-08   3.046214867759949e-10
1979 01 02 21 43875.875	 -1.815388257754025e-09   6.601581179030477e-08  -3.932637085772816e-12  -8.827160561458742e-08   6.412972749286677e-08   3.432316157068421e-10
1979 01 03 00 43876.0	 -8.116233789297065e-09   6.229492752709597e-08  -6.615374017939191e-11  -5.389371914123308e-08   6.095060967699868e-08   4.012685703037360e-10
1979 01 03 03 43876.125	 -1.083062662045482e-08   6.551974212619866e-08  -7.092854532260421e-11  -2.393631558758959e-08   4.731928852271957e-08   4.041133132068434e-10
1979 01 03 06 43876.250	 -1.224176251336234e-08   7.489889539730511e-08  -2.092712724233324e-11   5.030083722823399e-08   6.803749753048078e-08   3.698643082132611e-10
1979 01 03 09 43876.375	 -6.329383581433503e-09   9.197370365924795e-08   7.629113919583762e-12   8.066272313285245e-08   9.462731090741207e-08   3.552855535171200e-10
1979 01 03 12 43876.500	  4.390913493570820e-09   9.362796668474497e-08  -1.050676727782087e-11   4.691921447788400e-08   2.391648520598377e-08   2.960729460461580e-10
1979 01 03 15 43876.625	  1.161819185499127e-08   8.115140388463051e-08  -7.344530552230596e-12  -2.993303351140969e-09   2.411809025945307e-08   2.079335149373648e-10
1979 01 03 18 43876.750	  1.359395820501207e-08   6.630176134889429e-08   8.138712010348202e-12  -1.020725537293995e-08   6.256458176315237e-08   1.611354806444852e-10
1979 01 03 21 43876.875	  1.795157672977592e-08   5.935659810159476e-08   1.004362204197933e-11  -1.512035296239971e-08   8.211129468252817e-08   1.753878115957659e-10
1979 01 04 00 43877.0	  1.485273981022503e-08   4.366723537135417e-08  -2.435902883538024e-11  -4.949327388544909e-08   1.101679570136099e-07   2.063185288851252e-10
1979 01 04 03 43877.125	  1.033047055251012e-08   2.133949954495168e-08  -8.640167632960315e-12  -6.180255081417325e-08   1.466650736259116e-07   2.032703269361990e-10
1979 01 04 06 43877.250	  2.603671057928124e-08   1.146108873998972e-08   6.918658093372755e-11  -1.711742362677691e-08   2.336707614590923e-07   1.777934748001638e-10
1979 01 04 09 43877.375	  3.046019912818435e-08   1.509145030342924e-08   1.047950244096291e-10   2.767868038867484e-08   2.441722990828076e-07   2.020016820446399e-10
1979 01 04 12 43877.500	  1.653092937186389e-08   8.872562487908743e-09   6.825326275886681e-11   1.240112699449176e-08   1.734209062880229e-07   2.338587489598231e-10
1979 01 04 15 43877.625	  1.992418746707903e-08  -6.018516348230899e-09   6.179832195298741e-11  -1.143156813782753e-08   1.331732866684876e-07   2.041462054050789e-10
1979 01 04 18 43877.750	  4.278771438777900e-08  -3.066169125374414e-08   8.293066159119084e-11  -2.490558951825882e-08   1.431549415628869e-07   1.851437254027790e-10
1979 01 04 21 43877.875	  5.429577992928378e-08  -6.414139528733783e-08   9.168414867319919e-11   4.696414025145729e-09   1.350925851029457e-07   2.180282786188149e-10
1979 01 05 00 43878.0	  5.169583622209499e-08  -8.896924375489672e-08   5.833067127381822e-11   2.665391443674907e-08   2.778716100937326e-08   2.651473833931164e-10
1979 01 05 03 43878.125	  5.569137350033062e-08  -9.927045766248389e-08   4.884540216411007e-11   2.629833132594159e-08  -3.421631285215852e-08   2.785551995798283e-10
1979 01 05 06 43878.250	  7.468069918474863e-08  -1.161296025337114e-07   3.542364813558849e-11   5.776607167782539e-08   6.463504011712293e-09   2.539078847873182e-10
1979 01 05 09 43878.375	  7.312423927418445e-08  -1.185212492281485e-07   6.323243751796266e-12   9.267880695701635e-08  -1.946563128919222e-09   2.053687185614049e-10
1979 01 05 12 43878.500	  4.531600173265479e-08  -1.041719442008699e-07  -2.304343482310655e-11   3.336670251913647e-08  -9.569963892451903e-08   1.592945687494271e-10
1979 01 05 15 43878.625	  2.425554377858544e-08  -9.624087211807363e-08  -3.534416528884721e-11  -2.157184699499715e-08  -1.466107006399209e-07   1.196997405052411e-10
1979 01 05 18 43878.750	  1.472483538711722e-08  -9.918214143447360e-08  -5.164856985525517e-11  -3.275033356334962e-08  -1.052652566418406e-07   8.418882824933909e-11
1979 01 05 21 43878.875	 -3.163234826560561e-09  -9.166638722343047e-08  -6.435913715255953e-11  -6.404022849539216e-08  -1.023575179691403e-07   2.389849805138812e-11
1979 01 06 00 43879.0	 -1.265602216197595e-08  -6.860199760061381e-08  -7.924318483483451e-11  -1.196225112115648e-07  -1.534868878024428e-07  -5.198332080210584e-11
1979 01 06 03 43879.125	 -2.804616057926889e-09  -4.166279500650112e-08  -1.067384915006090e-10  -1.303619216792387e-07  -1.450824201874539e-07  -1.183270965687091e-10
1979 01 06 06 43879.250	  1.200817916673703e-08  -2.793222118262934e-08  -9.524399989524227e-11  -1.163241025120682e-07  -4.801523512483208e-08  -1.541224778936369e-10
1979 01 06 09 43879.375	  1.480445049533322e-08  -2.027241198304531e-08  -6.489445922000660e-11  -1.064510680199032e-07   6.376654664224914e-09  -1.599159543135442e-10
1979 01 06 12 43879.500	  1.169459402387961e-08  -1.356100553279996e-08  -7.182449961285580e-11  -1.428735721024520e-07  -3.661344741755253e-08  -1.019522325186250e-10
1979 01 06 15 43879.625	  7.617130762449152e-09  -4.824384598058604e-09  -4.498380078273812e-11  -1.523762384751968e-07  -2.851082480675308e-08  -3.625739404796610e-11
1979 01 06 18 43879.750	 -1.335042403855353e-08  -5.693801076783203e-10  -1.417856526988944e-11  -1.138929762455729e-07   3.689120707933327e-08  -4.274268449022934e-12
