Effective Oceanic Angular Momentum Functions (OAM)

File name                    : ESMGFZ_OAM_v1.0_03h_1983.asc
File contents                : effective angular momentum functions from oceanic mass and motion terms
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2017-08-16
Version number               : v1.0
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.1983, 00:00 UTC until 31.12.1983, 21:00 UTC
Temporal resolution          : 3h 
Number of data records       : 2920
Subtracted mean values       : mean from 2003-01-01 to 2014-12-31
                               7.152098599129423e-17   1.847667664741510e-17   3.794620422326981e-20  -3.220254498203050e-08   8.226002041060833e-08   3.462197020095727e-09
 
Numerical model              : MPIOM (Max-Planck-Institute Ocean Model)
Horizontal domain            : global
Horizontal resolution        : 1.0 x 1.0 degree
 
Model forcing                : 3h ECMWF operational data
Correction                   : Oceanic pressure tides are subtracted, global mass (Greatbatch) correction applied
 
Data assimilated             : None

Notes : These AAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational analysis data from the ECMWF.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
YYYY MM DD HH    MJD          OAM mass term                                                           OAM motion term
                              x-component             y-component             z-component             x-component             y-component             z-component

1983 01 01 00 45335.0	  7.901990445640229e-08  -1.585722199340294e-08  -8.175166220524403e-11  -7.466405906960550e-08   3.766963897822098e-08   1.789780419113179e-10
1983 01 01 03 45335.125	  7.323216451658127e-08  -3.637894364774735e-09  -8.023793685131853e-11  -6.462336807958340e-08   2.239706507416257e-08   2.184694759232641e-10
1983 01 01 06 45335.250	  5.724565564960592e-08   4.839705141920279e-09  -7.643968268638839e-11  -7.939824660913850e-08  -2.636526002995400e-09   2.985909811261031e-10
1983 01 01 09 45335.375	  5.322797262840755e-08   2.200896275465553e-08  -2.161168329591287e-11  -8.214846040951309e-08   3.908492545095707e-08   3.513347003703194e-10
1983 01 01 12 45335.500	  5.651298959331446e-08   3.071547834492672e-08   2.374765136673419e-11  -8.525955843609411e-08   5.698732722964828e-08   3.386605338488398e-10
1983 01 01 15 45335.625	  5.485618536133495e-08   1.215509347886293e-08   2.570681700624227e-12  -1.059564945431230e-07   4.190713139084066e-08   3.294985165055600e-10
1983 01 01 18 45335.750	  5.383206930687805e-08  -4.316000567698280e-09  -3.650030089045172e-11  -1.155158553462723e-07   3.916691697623636e-08   3.893973910200221e-10
1983 01 01 21 45335.875	  4.315669762996335e-08  -1.646508683762827e-08  -5.863739175245241e-11  -6.981888348879849e-08   5.895054053695147e-08   4.120977830389932e-10
1983 01 02 00 45336.0	  2.357240161789152e-08  -2.413510912843446e-08  -7.901448366648382e-11  -3.467415418308595e-09   1.124693410281468e-07   3.917431474262101e-10
1983 01 02 03 45336.125	  8.471780745321728e-09  -1.422318435284489e-08  -9.491447326701264e-11  -2.599364530587426e-11   5.658155672162656e-08   3.619725879156723e-10
1983 01 02 06 45336.250	 -4.985558337070996e-09  -9.976817239661334e-09  -1.037123661190168e-10   8.616454860229818e-09   3.832608062806262e-09   3.429175869174570e-10
1983 01 02 09 45336.375	 -7.376776628013638e-09  -1.503541195935636e-09  -6.242889381621916e-11   2.897991430164305e-08   1.774077423964377e-08   3.161871187473039e-10
1983 01 02 12 45336.500	  3.845308162217615e-09   7.022915096710262e-09  -4.121206701561657e-12   2.149450461875040e-08   2.185505747140077e-08   2.613553909430859e-10
1983 01 02 15 45336.625	  1.606887552077031e-08   1.184453640963075e-08   1.262490702070974e-11   9.230732523040508e-10  -6.790524452170835e-09   1.918231842813851e-10
1983 01 02 18 45336.750	  3.179944447700769e-08   7.165961056857897e-09  -6.720436370673465e-12  -2.334944305782876e-08  -1.892896657157600e-08   1.759150226569191e-10
1983 01 02 21 45336.875	  4.911057977078970e-08   3.228943394912512e-09  -2.334699655552910e-11  -3.634015739489481e-08  -8.007821845701478e-09   2.085786694904660e-10
1983 01 03 00 45337.0	  6.634088142646749e-08  -8.690569365754749e-10  -1.308536962529089e-11  -3.098640611949735e-08   3.321025757802367e-08   1.966328276962420e-10
1983 01 03 03 45337.125	  6.879322394528238e-08  -3.622686139137237e-09  -1.333757852194863e-11  -3.342472794890230e-08   2.253784236384977e-08   1.933171591363760e-10
1983 01 03 06 45337.250	  5.969596504675587e-08  -8.672790043147187e-09   2.438204353068755e-13  -4.713811873016207e-08   1.215054524965819e-08   2.203605725451679e-10
1983 01 03 09 45337.375	  4.395194557473580e-08  -1.268847472215514e-08   4.813069492763891e-11  -5.379483557026184e-08   3.302138848910277e-08   2.479036965158031e-10
1983 01 03 12 45337.500	  3.629885228253110e-08  -1.224245342839703e-08   6.828827155385872e-11  -4.463111227258840e-08   3.670161756233907e-08   2.476065213678870e-10
1983 01 03 15 45337.625	  4.457913660215379e-08   2.853231811979272e-09   5.678010541514493e-11  -6.140475885141646e-08   5.021779517267517e-08   2.304120591970780e-10
1983 01 03 18 45337.750	  5.266368366638416e-08   1.725993481848838e-08   3.117240021297115e-11  -7.875727116919351e-08   5.867810508661136e-08   2.628334801912828e-10
1983 01 03 21 45337.875	  4.257492676232212e-08   2.499534375070616e-08  -1.470662433176213e-12  -6.260320864198065e-08   9.970473697049818e-08   2.862001752583510e-10
1983 01 04 00 45338.0	  3.372392651639028e-08   1.679418142474164e-08  -1.062573017063393e-11  -2.554361018524824e-08   1.489058953261590e-07   2.372488201443561e-10
1983 01 04 03 45338.125	  3.382066844175180e-08  -1.968239173043485e-09  -4.000273592311428e-12   1.652045941296635e-09   9.071024938922436e-08   1.778179814672871e-10
