Effective Oceanic Angular Momentum Functions (OAM)

File name                    : ESMGFZ_OAM_v1.0_03h_1994.asc
File contents                : effective angular momentum functions from oceanic mass and motion terms
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2017-08-16
Version number               : v1.0
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.1994, 00:00 UTC until 31.12.1994, 21:00 UTC
Temporal resolution          : 3h 
Number of data records       : 2920
Subtracted mean values       : mean from 2003-01-01 to 2014-12-31
                               7.152098599129423e-17   1.847667664741510e-17   3.794620422326981e-20  -3.220254498203050e-08   8.226002041060833e-08   3.462197020095727e-09
 
Numerical model              : MPIOM (Max-Planck-Institute Ocean Model)
Horizontal domain            : global
Horizontal resolution        : 1.0 x 1.0 degree
 
Model forcing                : 3h ECMWF operational data
Correction                   : Oceanic pressure tides are subtracted, global mass (Greatbatch) correction applied
 
Data assimilated             : None

Notes : These AAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational analysis data from the ECMWF.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
YYYY MM DD HH    MJD          OAM mass term                                                           OAM motion term
                              x-component             y-component             z-component             x-component             y-component             z-component

1994 01 01 00 49353.0	  6.751224262340389e-08  -4.588720468143180e-08  -5.577500778390199e-12   1.177822260876212e-07   3.020176100659226e-07  -4.725338112430180e-11
1994 01 01 03 49353.125	  5.194132367306274e-08  -6.734085870999331e-08  -2.176538094393419e-11   1.853007963123881e-07   3.265538441771075e-07  -9.678738930640305e-11
1994 01 01 06 49353.250	  3.106296923998836e-08  -8.336673148292415e-08  -6.529964552038239e-11   2.729071887342757e-07   3.330679192036483e-07  -8.565760721881715e-11
1994 01 01 09 49353.375	 -3.318060835200747e-09  -6.594075176036928e-08  -7.827941463559454e-11   3.197303914508282e-07   3.324137261795391e-07  -8.257588628880210e-11
1994 01 01 12 49353.500	 -1.947593082295569e-08  -2.670231034351584e-08  -8.301031677288358e-11   3.044598630094168e-07   2.430826757455075e-07  -1.557111536159940e-10
1994 01 01 15 49353.625	 -1.430341213205863e-08   3.461179546202621e-09  -7.925301689188814e-11   2.264732761570897e-07   1.037996011060731e-07  -2.468938510672538e-10
1994 01 01 18 49353.750	 -5.319597571937442e-09   1.407745840960559e-08  -5.223781012324534e-11   1.476390501915367e-07  -6.131893124240764e-08  -2.531571758764681e-10
1994 01 01 21 49353.875	  1.298053249867910e-08  -3.644360938104458e-09  -2.957195981389786e-11   8.261425658285685e-08  -1.559530561680408e-07  -2.280623445715160e-10
1994 01 02 00 49354.0	  4.138029645074525e-08  -3.383777909025762e-08  -2.580930512344928e-11  -1.732657619590025e-08  -2.028857874490279e-07  -2.442168710086199e-10
1994 01 02 03 49354.125	  6.140373500334645e-08  -7.553598229661804e-08  -1.716659969694625e-11  -8.878532692506260e-08  -2.320678347545510e-07  -2.647950017108620e-10
1994 01 02 06 49354.250	  7.299936792908779e-08  -1.112167793065212e-07  -7.547448143042708e-12  -1.027462175313720e-07  -1.606651558887462e-07  -2.406610649470232e-10
1994 01 02 09 49354.375	  7.056798538382424e-08  -1.150847634233324e-07  -3.300403304643330e-11  -9.129259846853521e-08  -8.695930663505648e-08  -2.122137381341681e-10
1994 01 02 12 49354.500	  5.955428388575233e-08  -1.080428680183292e-07  -1.086680644985642e-10  -8.717922908941470e-08  -7.287899288678747e-08  -2.660509850115670e-10
1994 01 02 15 49354.625	  4.234162061767876e-08  -1.060375400066042e-07  -1.584944375463790e-10  -6.720675183135616e-08  -6.450174820367614e-08  -3.585247302976939e-10
1994 01 02 18 49354.750	  2.298211695959650e-08  -1.010037854047667e-07  -1.654845626403703e-10  -7.999066283852525e-10  -8.241799077814510e-08  -3.821430190321241e-10
1994 01 02 21 49354.875	  2.048042323906819e-08  -8.921827480888916e-08  -2.054126045074838e-10   5.731946446353384e-08  -9.853849379678073e-08  -3.723548049639590e-10
1994 01 03 00 49355.0	  2.462535972319941e-08  -7.515224032972995e-08  -2.576128413630210e-10   6.007214533213523e-08  -7.756156652250468e-08  -3.910715757814339e-10
1994 01 03 03 49355.125	  1.895180242847250e-08  -6.543286887836350e-08  -2.447655360156617e-10   3.265692581750816e-08  -8.316518252873361e-08  -4.405301997489829e-10
1994 01 03 06 49355.250	  2.095135988544075e-08  -6.056223935983747e-08  -2.306397662294065e-10   5.074411962879124e-08  -1.424192251754936e-07  -4.464658994262030e-10
1994 01 03 09 49355.375	  1.775358709908171e-08  -4.664432524855147e-08  -2.450134457455943e-10   5.227342736250272e-08  -1.759571799969671e-07  -3.725911384124799e-10
1994 01 03 12 49355.500	  4.573012079512981e-09  -2.512944761727494e-08  -2.563100078043470e-10   2.401211409684629e-08  -1.732863662766453e-07  -2.840241932504512e-10
1994 01 03 15 49355.625	 -4.241884449134499e-09  -5.024300770398826e-09  -2.492273081599423e-10  -1.750076259019014e-08  -1.607353568376080e-07  -2.422610994569930e-10
1994 01 03 18 49355.750	 -1.571997734216605e-08   8.746973400034166e-09  -2.511070059792230e-10  -3.719056416960448e-08  -1.309298811088038e-07  -1.908469510556871e-10
1994 01 03 21 49355.875	 -1.731019289651298e-08   1.270655495459039e-08  -2.696588286965461e-10  -4.301887125388988e-08  -7.202098272979870e-08  -1.322431981334059e-10
1994 01 04 00 49356.0	 -8.279284182988620e-10   1.546136103659876e-08  -2.885160292079772e-10  -1.510390677076740e-08   2.349990163128397e-08  -1.300010191166052e-10
1994 01 04 03 49356.125	  1.704086428721998e-08   1.762407606479338e-08  -2.897530336633190e-10   2.393052463576684e-08   9.945107511099528e-08  -1.983393572854459e-10
1994 01 04 06 49356.250	  3.216923753730598e-08   7.417923790833075e-09  -3.045073749726722e-10   4.582069018320139e-08   1.082786803971198e-07  -2.198043777029981e-10
1994 01 04 09 49356.375	  4.436592906116810e-08  -4.536962907704144e-09  -3.481357475364502e-10   8.158027373639957e-08   1.092560534054305e-07  -1.953198355422412e-10
1994 01 04 12 49356.500	  6.309347795921658e-08  -6.800846180381369e-09  -3.843884732219132e-10   1.312004363990843e-07   8.432373627833478e-08  -1.757221711365410e-10
1994 01 04 15 49356.625	  6.680580740568316e-08   2.112909998445326e-09  -3.510814231832906e-10   1.528391859021059e-07   6.678698641560168e-08  -2.249604758920830e-10
1994 01 04 18 49356.750	  5.684612815640682e-08   1.124750247216198e-08  -3.060680493144858e-10   1.728054099179895e-07   1.716551408326725e-08  -2.430465350307958e-10
1994 01 04 21 49356.875	  4.381810913489793e-08   2.466002454192320e-08  -2.676396607144198e-10   1.426299783348912e-07  -2.970736652695546e-08  -2.062177457210578e-10
1994 01 05 00 49357.0	  4.118107041698467e-08   4.003445990873072e-08  -2.373423030069010e-10   7.399365081255883e-08  -2.582378990565781e-08  -1.843606671885920e-10
1994 01 05 03 49357.125	  4.016196034173936e-08   4.255408340347720e-08  -2.190884466598583e-10  -5.420875226934310e-09  -2.996054859704696e-08  -1.574072675805689e-10
1994 01 05 06 49357.250	  2.983386832665107e-08   3.153827493815685e-08  -2.256031352563299e-10  -6.207912622063344e-08  -3.015757258176513e-08  -9.610521226897499e-11
1994 01 05 09 49357.375	  2.617296494520128e-08   1.591608662222114e-08  -2.459772408339244e-10  -9.260011082304370e-08  -5.690617154402569e-08  -4.218659805802848e-12
1994 01 05 12 49357.500	  4.798350534542847e-08  -2.583701681560206e-09  -2.469404635111673e-10  -9.253361671904750e-08  -3.745538976152415e-08   5.675739675472615e-11
1994 01 05 15 49357.625	  7.812090457656434e-08  -1.811724497660887e-08  -2.091234823724208e-10  -6.044760120844972e-08   2.068225073985408e-08   6.202393167642181e-11
1994 01 05 18 49357.750	  9.986043837344485e-08  -1.845326332883493e-08  -1.662675322333488e-10   1.545593671298170e-08   8.342181936318407e-08   4.007976313546481e-11
1994 01 05 21 49357.875	  1.055058745806559e-07  -6.421205203755771e-09  -1.434981866656123e-10   5.471817954782938e-08   1.217677900884863e-07   2.160650455415703e-11
1994 01 06 00 49358.0	  1.082970836887439e-07   6.814613684578722e-09  -1.535612466092932e-10   6.675060349310052e-08   1.225111214090215e-07  -5.992806588242075e-12
1994 01 06 03 49358.125	  1.167770110172949e-07   1.512577404186022e-08  -1.741126411382079e-10   5.752620613224661e-08   7.623934857390596e-08  -3.059257323825583e-11
1994 01 06 06 49358.250	  1.219376037621862e-07   1.485975612791577e-08  -2.102424975969640e-10   3.174058319022841e-08   7.271004579329576e-08  -1.102358399163413e-11
1994 01 06 09 49358.375	  1.105065051734225e-07   9.632915887773863e-09  -2.456099309265701e-10   4.920353164888989e-09   6.624163701361067e-08   3.501096430894718e-11
1994 01 06 12 49358.500	  1.040212693935638e-07  -6.478505544540203e-09  -2.458869666592439e-10   5.878398597976312e-10   2.290953642123247e-08   4.469009944001797e-11
1994 01 06 15 49358.625	  1.092036626186605e-07  -2.333244289070693e-08  -2.432220529407106e-10  -3.540629685212354e-09   1.284733899410172e-08  -1.215904155590848e-12
1994 01 06 18 49358.750	  1.152938426025297e-07  -2.442320437546954e-08  -2.541046073473470e-10  -2.621936538767241e-08   4.411420192642518e-08  -4.054334305757836e-12
1994 01 06 21 49358.875	  1.043564222900908e-07  -1.401463824192296e-08  -2.768063251717466e-10  -4.763446912205409e-08   6.702916952935306e-08  -1.165495356373891e-11
1994 01 07 00 49359.0	  8.768897548099416e-08  -8.813494597522819e-09  -2.961901836252338e-10  -3.587082040099878e-08   7.364784869595627e-08  -6.287362681322181e-11
1994 01 07 03 49359.125	  8.540534297773438e-08  -1.262238694141809e-08  -3.277477276944972e-10  -4.113768067127332e-08   6.028761325884557e-08  -1.204261928232650e-10
1994 01 07 06 49359.250	  9.085868000503305e-08  -1.465378523307478e-08  -3.481267114623581e-10  -7.300437766637400e-08   5.759214379330896e-08  -1.717531852612100e-10
1994 01 07 09 49359.375	  9.066334167796394e-08  -1.074844573381929e-08  -3.435483671459426e-10  -8.049280635105571e-08   4.703810874155798e-08  -2.469949864540011e-10
1994 01 07 12 49359.500	  9.289976365566846e-08  -1.444905393221445e-08  -2.970692172505320e-10  -8.389089316804790e-08   4.673679627419046e-08  -2.814329677939789e-10
1994 01 07 15 49359.625	  9.881985414347834e-08  -2.860746770573221e-08  -2.223948425202131e-10  -8.397055043934160e-08   4.080396382122217e-08  -2.265834990416059e-10
1994 01 07 18 49359.750	  1.010875633567926e-07  -4.603407056274631e-08  -2.074270227508927e-10  -8.963590729784101e-08   4.846258790884078e-08  -8.997883967904393e-11
1994 01 07 21 49359.875	  9.283186092997513e-08  -5.775092061821958e-08  -2.116027410677838e-10  -7.299421123966061e-08   4.251929228201147e-08  -6.126832760293847e-12
1994 01 08 00 49360.0	  7.406839160936137e-08  -5.883857537421148e-08  -1.883105579988126e-10  -3.407424070502812e-08   2.324364631910448e-08   7.121214610499682e-14
1994 01 08 03 49360.125	  3.401057833475152e-08  -5.259776597316214e-08  -1.754690345823039e-10  -4.452288388985083e-09   1.335169935737794e-08  -2.076063735694018e-11
1994 01 08 06 49360.250	 -2.217586544792327e-08  -5.185366452787798e-08  -2.035173428308747e-10   8.740305475436429e-09   1.584221465412361e-08  -3.625074305488982e-11
1994 01 08 09 49360.375	 -6.288604631017945e-08  -4.625989629677237e-08  -2.192949103192826e-10   6.616463619048328e-09   3.292700504701777e-08  -1.195165461256040e-10
1994 01 08 12 49360.500	 -6.418888999485146e-08  -4.395488112983032e-08  -1.822240201646878e-10  -3.819533025368429e-09  -9.870883676059819e-10  -2.303823890175351e-10
1994 01 08 15 49360.625	 -5.405881556452870e-08  -4.488640794709117e-08  -1.578535642596125e-10   4.400340220281710e-09  -2.184120633829451e-08  -2.472161631862362e-10
1994 01 08 18 49360.750	 -3.980779880363457e-08  -3.488048132786310e-08  -1.841970214590361e-10   1.900038138145926e-08  -1.332148262900459e-08  -1.897656744430239e-10
1994 01 08 21 49360.875	 -1.009091646877944e-08  -2.165096956006953e-08  -1.769202963991421e-10   2.198116926085255e-08  -2.405564465052110e-08  -1.823034761079902e-10
1994 01 09 00 49361.0	  1.737929370463344e-08  -2.888265340075270e-08  -1.109942522985714e-10   2.932388744010398e-08  -1.299196616793688e-08  -2.263961018104220e-10
1994 01 09 03 49361.125	  1.086264173131061e-08  -4.409095420736496e-08  -6.759662882870811e-11   3.650928182189493e-08   1.301822007498007e-08  -2.169677957518362e-10
