Effective Atmospheric Angular Momentum Functions (AAM)

File name                    : ESMGFZ_AAM_v1.0_03h_1980.asc
File contents                : effective angular momentum functions from atmospheric mass and motion terms
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2017-08-16
Version number               : v1.0
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.1980, 00:00 UTC until 31.12.1980, 21:00 UTC
Temporal resolution          : 3h 
Number of data records       : 2928
Subtracted mean values       : mean from 2003-01-01 to 2014-12-31
                               -1.991162615023533e-13  -3.333353491031771e-13  -1.943277061004136e-14  -9.203219554984803e-10  -1.496376584857922e-08   2.734436408977633e-08
 
Data Source                  : 3h ECMWF operational analysis wind and surface pressure
Horizontal domain            : global
Horizontal resolution        : 0.5 x 0.5 degree (regular grid) 
Correction                   : Atm. surface pressure tides are subtracted, inverted barometer correction over ocean applied
 
Data assimilated             : None

Notes : These AAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational analysis data from the ECMWF.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
YYYY MM DD HH    MJD          AAM mass term                                                           AAM motion term
                              x-component             y-component             z-component             x-component             y-component             z-component

1980 01 01 00 44239.0	  3.671125583801871e-08  -9.496674480125176e-08  -7.553912971999957e-10   1.242789639929959e-07   1.325678674127168e-07   4.500628583325431e-09
1980 01 01 03 44239.125	  4.085495311736273e-08  -1.012373635781081e-07  -7.261394659798006e-10   1.504197113026749e-07   5.690784655160568e-08   4.481163410269637e-09
1980 01 01 06 44239.250	  4.303635585454957e-08  -1.158748097520641e-07  -6.832982494332704e-10   1.666684132145411e-07   2.726666936524481e-08   4.394459538293462e-09
1980 01 01 09 44239.375	  4.457600881870012e-08  -1.364009478113091e-07  -7.115228669155473e-10   1.158997825541050e-07   3.065078904864345e-08   4.434684619402267e-09
1980 01 01 12 44239.500	  4.707348579340535e-08  -1.410647974833541e-07  -7.451345925556694e-10   6.713982803832388e-08   4.957382585892668e-08   4.533746609763621e-09
1980 01 01 15 44239.625	  4.813288852172059e-08  -1.452618751324186e-07  -8.210732186336550e-10   7.526386073517297e-08   1.394150600528174e-08   4.513981728421022e-09
1980 01 01 18 44239.750	  5.446056607149541e-08  -1.536426921709139e-07  -8.965062640838430e-10   9.422898073249683e-08  -4.176011000271068e-09   4.441618463016772e-09
1980 01 01 21 44239.875	  5.483771336431785e-08  -1.569240205489987e-07  -9.121123235917656e-10   5.852122218018989e-08   4.684024153787863e-08   4.483301147826636e-09
1980 01 02 00 44240.0	  5.361366604400686e-08  -1.548242545439933e-07  -9.389666853654357e-10   6.053247993543592e-08   8.508779285048004e-08   4.576371909770586e-09
1980 01 02 03 44240.125	  5.273683231271894e-08  -1.513611032347570e-07  -9.084437899444760e-10   9.249686496462819e-08   4.707233135441911e-08   4.599694136846788e-09
1980 01 02 06 44240.250	  5.688856141631115e-08  -1.543332711100198e-07  -8.896238451279650e-10   1.459085517316070e-07   4.043283776307017e-08   4.622217483503409e-09
1980 01 02 09 44240.375	  5.454601112060251e-08  -1.639672735565959e-07  -8.981545861643144e-10   1.347587189999360e-07   6.972711242471282e-08   4.651336238602932e-09
1980 01 02 12 44240.500	  4.567862624178032e-08  -1.674592180870185e-07  -9.219349065188628e-10   1.418719417669155e-07   4.601913755395568e-08   4.689480753374192e-09
1980 01 02 15 44240.625	  3.849778966316710e-08  -1.756489785178180e-07  -9.357619052131500e-10   1.507814840093397e-07   2.832511595280987e-08   4.777484776762871e-09
1980 01 02 18 44240.750	  3.480364502234016e-08  -1.824364232688710e-07  -9.777813884354289e-10   1.320652980829529e-07   5.570376004945929e-08   4.920265241761592e-09
1980 01 02 21 44240.875	  2.926907806766278e-08  -1.840738850600748e-07  -9.733941559661892e-10   1.179211689201467e-07   3.215483523172904e-08   4.945511577256189e-09
1980 01 03 00 44241.0	  2.102529113170921e-08  -1.809066655429705e-07  -9.674509694926285e-10   1.387207693626435e-07  -7.001009763982648e-09   4.921723652172052e-09
1980 01 03 03 44241.125	  1.582569764862450e-08  -1.790008438218267e-07  -9.511311461915885e-10   5.256310668429168e-08  -1.889211593442197e-08   4.956591168978121e-09
1980 01 03 06 44241.250	  1.010501279068983e-08  -1.886890492560630e-07  -9.358327254259936e-10   1.867292894585206e-08   4.771835971861331e-08   5.002049643346547e-09
1980 01 03 09 44241.375	  5.182517796115062e-09  -1.936235618586703e-07  -9.471279748402212e-10   7.188500736730226e-08   9.323920828870680e-08   4.988477700209022e-09
1980 01 03 12 44241.500	  4.966588448922744e-09  -1.851010507288793e-07  -9.535095529509288e-10   1.038228604683134e-07   1.215020275119363e-07   4.975690688952520e-09
1980 01 03 15 44241.625	  1.996965445334168e-10  -1.880894081221525e-07  -9.690984861680264e-10   1.524256752034742e-07   9.106454288262054e-08   4.898100334054228e-09
1980 01 03 18 44241.750	 -1.415027280114503e-09  -1.905084531533411e-07  -9.886393775884508e-10   1.697103188639589e-07   6.859838535018130e-08   4.852249010837472e-09
1980 01 03 21 44241.875	 -7.533053090776010e-10  -1.915771923431088e-07  -1.004644753450023e-09   1.696473108143930e-07  -1.848494718746577e-08   4.876228416482897e-09
1980 01 04 00 44242.0	 -2.086194327731572e-09  -1.816094414771930e-07  -1.023511871317456e-09   1.321335714311477e-07  -8.227652745826936e-08   4.883968723639747e-09
1980 01 04 03 44242.125	 -8.533114651750720e-09  -1.733942196181900e-07  -1.030644738197640e-09   3.220579944405700e-08  -5.801897037812313e-08   4.874297517625100e-09
1980 01 04 06 44242.250	 -1.162513708527472e-08  -1.721019408149557e-07  -1.024592145344877e-09  -3.673825200882489e-08   4.206673828312935e-08   4.835385860915890e-09
1980 01 04 09 44242.375	 -1.718021706779934e-08  -1.695609113627073e-07  -1.026243189526878e-09  -9.117427791633620e-09   7.875519487365126e-08   4.826421490997228e-09
1980 01 04 12 44242.500	 -1.788624206074176e-08  -1.577565487786919e-07  -1.034977044260199e-09   6.502465610434687e-08   1.513533748885652e-07   4.847023989052557e-09
1980 01 04 15 44242.625	 -2.196371703494477e-08  -1.468043538122845e-07  -1.059250673561159e-09   1.591947767997856e-07   1.430117316406712e-07   4.886324286190187e-09
1980 01 04 18 44242.750	 -2.438074971302184e-08  -1.484097573198827e-07  -1.084310752504796e-09   2.264951216727784e-07   1.618677558334542e-07   4.982483376391861e-09
1980 01 04 21 44242.875	 -2.341198946556713e-08  -1.486820016114240e-07  -1.078340480144823e-09   2.444941092512387e-07   8.351998471330639e-08   5.015551474634216e-09
1980 01 05 00 44243.0	 -2.598334963743138e-08  -1.398142594594966e-07  -1.065323222133266e-09   2.276262611938714e-07  -8.930401057490518e-09   5.008776151561260e-09
1980 01 05 03 44243.125	 -3.242270655110647e-08  -1.314330538660386e-07  -1.020260413041320e-09   1.414287150117187e-07  -7.069217039333374e-08   4.914000986777340e-09
1980 01 05 06 44243.250	 -3.435758787501710e-08  -1.240781833995808e-07  -9.758584275203098e-10   6.488972777801285e-08  -2.201610514614922e-08   4.839464262602607e-09
1980 01 05 09 44243.375	 -3.761289742743964e-08  -1.306049299813501e-07  -9.563459376211990e-10   5.581502945576049e-09   6.495187799002319e-08   4.814411422244989e-09
1980 01 05 12 44243.500	 -3.791787773561390e-08  -1.207907700973117e-07  -9.493636155372220e-10  -1.334255067153693e-09   1.608015185415533e-07   4.793696253234782e-09
1980 01 05 15 44243.625	 -3.903410323309070e-08  -1.143830378916049e-07  -9.667264988634197e-10   2.823980714547945e-08   1.624447334389751e-07   4.964428705594371e-09
1980 01 05 18 44243.750	 -4.119664674875987e-08  -1.183509725350278e-07  -9.771968318387210e-10   9.453324923447847e-08   1.708901404552838e-07   5.123540080497348e-09
1980 01 05 21 44243.875	 -4.333852885908699e-08  -1.220628970074573e-07  -9.781409498235411e-10   1.375188637600058e-07   1.729410683485557e-07   5.169100818518133e-09
1980 01 06 00 44244.0	 -4.202083901362157e-08  -1.182413367473581e-07  -9.733365326984122e-10   1.265989041318861e-07   1.331441405921214e-07   5.243057891322706e-09
1980 01 06 03 44244.125	 -4.572180879939318e-08  -1.219939380870815e-07  -9.766256276838688e-10   8.377722279234517e-08   1.025753643321500e-07   5.163196145634369e-09
1980 01 06 06 44244.250	 -4.665848586874877e-08  -1.196708288927526e-07  -9.430656201524759e-10   4.542428203872498e-08   9.512783443617349e-08   4.983812007291660e-09
1980 01 06 09 44244.375	 -4.925064408600192e-08  -1.209927961857175e-07  -9.249629696946095e-10   1.689842410723857e-08   9.825395458353354e-08   4.963924156556209e-09
1980 01 06 12 44244.500	 -5.309180967564751e-08  -1.213877781039157e-07  -9.348075638653475e-10   2.668124692819083e-08   1.670726866582254e-07   5.019118382170673e-09
1980 01 06 15 44244.625	 -5.337705941516169e-08  -1.208168381158760e-07  -9.233357693727411e-10   4.937105512428387e-09   1.917512468844371e-07   5.018088631597480e-09
1980 01 06 18 44244.750	 -5.049948163941692e-08  -1.199654862844963e-07  -9.050815575102667e-10   1.047868570594613e-08   2.710093688686459e-07   4.994660133827077e-09
1980 01 06 21 44244.875	 -4.965202245375639e-08  -1.206279188863177e-07  -8.926602497074754e-10   8.827718029194274e-08   2.840735703808134e-07   4.993455397023119e-09
1980 01 07 00 44245.0	 -4.656503026579166e-08  -1.211494306497862e-07  -8.866306207198149e-10   1.591453124013447e-07   2.619954818229346e-07   5.035983786316859e-09
1980 01 07 03 44245.125	 -4.428775245305984e-08  -1.368326815949417e-07  -9.025105197662856e-10   1.684691217737750e-07   2.341188328410524e-07   5.046336338445953e-09
1980 01 07 06 44245.250	 -4.163765712089217e-08  -1.511267514217763e-07  -9.164973825470930e-10   1.731973554513813e-07   2.135792704005009e-07   5.002853076338138e-09
1980 01 07 09 44245.375	 -3.796356355803199e-08  -1.696696568316145e-07  -9.134037668414483e-10   1.799302634703814e-07   1.529976086459542e-07   5.000156657904736e-09
1980 01 07 12 44245.500	 -2.971367318512451e-08  -1.815178211585637e-07  -9.426334915284289e-10   1.686409788768682e-07   1.439001165828964e-07   5.058759188137057e-09
1980 01 07 15 44245.625	 -2.954547485175879e-08  -1.907588029817626e-07  -9.689907875288899e-10   1.653472552496785e-07   1.276627922371409e-07   5.061955765190468e-09
1980 01 07 18 44245.750	 -2.953723065215091e-08  -1.956430808421101e-07  -9.826852187419388e-10   1.715812458034649e-07   1.341165809559073e-07   5.050226710497819e-09
1980 01 07 21 44245.875	 -2.635892929232010e-08  -1.994175678044666e-07  -1.009850560839863e-09   1.414895620407715e-07   7.616147049346014e-08   5.089648558581996e-09
1980 01 08 00 44246.0	 -1.842486463613749e-08  -1.987189771820858e-07  -1.052053980824578e-09   1.109336014431268e-07   6.884092762048685e-08   5.183534246117522e-09
1980 01 08 03 44246.125	 -1.337088564173631e-08  -2.000744503120538e-07  -1.051835147545108e-09   8.122102310171963e-08   5.535204464103618e-08   5.298213450074557e-09
1980 01 08 06 44246.250	 -6.632189760789085e-09  -2.007692717912388e-07  -1.032935870652196e-09   7.949979365676009e-08   7.009040957081353e-08   5.341013736765509e-09
1980 01 08 09 44246.375	 -4.734680869064007e-09  -2.023352958444400e-07  -1.015069550089442e-09   4.565278554014477e-08   9.096203611340997e-08   5.357033127137822e-09
1980 01 08 12 44246.500	 -2.672800707163659e-09  -1.944835006893287e-07  -1.014894601405037e-09   4.561096153431936e-08   1.421179199710455e-07   5.437003980271076e-09
1980 01 08 15 44246.625	 -7.871001486171019e-09  -1.888253892736090e-07  -1.003263901120464e-09   8.156125525218105e-08   1.627694517231521e-07   5.482185124808163e-09
1980 01 08 18 44246.750	 -9.519667635642162e-09  -1.823463437437041e-07  -1.007215740781485e-09   1.261777662910298e-07   1.617219817982118e-07   5.590733415358198e-09
1980 01 08 21 44246.875	 -1.340496979455580e-08  -1.768913918308738e-07  -1.011417273102098e-09   1.651139601929061e-07   1.142485158269284e-07   5.678152279938147e-09
1980 01 09 00 44247.0	 -1.498504012604490e-08  -1.724344803586068e-07  -9.851108458566715e-10   1.957521236754564e-07   7.601571473462803e-08   5.732522084058807e-09
1980 01 09 03 44247.125	 -2.363059766375726e-08  -1.664349288601426e-07  -9.474603678412755e-10   1.458669121796030e-07  -2.830373638046218e-08   5.769471104206978e-09
1980 01 09 06 44247.250	 -3.298461120362202e-08  -1.669195785191806e-07  -9.165648304843324e-10   9.928123385004436e-08  -5.861334601030891e-08   5.846928705210012e-09
1980 01 09 09 44247.375	 -4.142070145426928e-08  -1.751256744962455e-07  -8.906600345544967e-10   6.856014654616358e-08   1.662705778654408e-10   5.938577573841663e-09
1980 01 09 12 44247.500	 -5.225669984222866e-08  -1.725508073089726e-07  -8.715668438656952e-10   4.262895155196325e-08   6.889817499436931e-08   6.010188612414922e-09
1980 01 09 15 44247.625	 -6.511958971505899e-08  -1.801542755020927e-07  -8.599035737734910e-10   7.540051292575303e-08   1.030773197561069e-07   6.001175255688302e-09
1980 01 09 18 44247.750	 -7.081911980190662e-08  -1.792885428567964e-07  -8.573419551594827e-10   1.161901082159624e-07   8.344165540449302e-08   6.030869451070622e-09
1980 01 09 21 44247.875	 -7.807711272937377e-08  -1.819059150756812e-07  -8.637093777150268e-10   1.884549652653826e-07   4.202688930878937e-08   6.133983206064397e-09
1980 01 10 00 44248.0	 -8.546418203776326e-08  -1.841791313388418e-07  -8.621136345223950e-10   2.650757015689767e-07   3.050399753616831e-09   6.227124200941351e-09
